CUSTOMER_CODE,LOAN_ID,PREDICTION,SCORING_DATE
22913082,3301043,0.5722893776083157,20260101
91528755,5585556,0.40353397693228893,20260101
18431900,9150394,0.9359506773403967,20260101
37458122,4879051,0.7210613658335511,20260101
69812031,7601934,0.9162208266808167,20260101
32398995,9404501,0.5520696255869991,20260101
92019868,7247586,0.4201029935518111,20260101
40915964,6489658,0.28128053193335584,20260101
66491386,2796853,0.65309903760083,20260101
90130638,2989152,0.70074702685933,20260101
55445946,9140557,0.5262558261744826,20260101
48940050,8595088,0.3568953535061979,20260101
45870201,4003650,0.8306568099154076,20260101
70062970,7570928,0.8918217928626827,20260101
42515168,2254052,0.4681066175723488,20260101
58820939,6640260,0.15465999893846816,20260101
41028600,8123132,0.9216141724204092,20260101
61539075,2308321,0.665179386167701,20260101
16547914,7843495,0.6129804933407024,20260101
28014638,8255960,0.7065593303961607,20260101
95803638,4311907,0.6801628812592819,20260101
49385676,9027761,0.6484267383912512,20260101
36678842,9818427,0.3581130578106311,20260101
91966824,8760495,0.38720226508817,20260101
36143652,7900202,0.7846670230448164,20260101
47171643,3113612,0.763499959796653,20260101
42456268,9456038,0.7271640575040105,20260101
78019005,4160688,0.7037858284762718,20260101
77729038,6034155,0.5555727779056903,20260101
67084685,4949734,0.8544144370959521,20260101
24740762,7510426,0.6781970035308996,20260101
77948933,9780837,0.6835818097222747,20260101
39065829,8134451,0.8290888358149664,20260101
99255332,2214697,0.8336705591014549,20260101
96362156,2067699,0.9483137888211121,20260101
16596656,2884265,0.7637041118906573,20260101
66412955,7525562,0.2653625030694919,20260101
82842400,5577284,0.5012859087532076,20260101
66606906,6020635,0.5685518341822583,20260101
65398520,2273127,0.6134109832786732,20260101
11102303,6133794,0.7846246993078423,20260101
72135388,6085795,0.45148405068234565,20260101
12303298,1119136,0.2726964380460459,20260101
40194774,4330905,0.5448935017223248,20260101
88833956,6479358,0.495071890410732,20260101
34999953,7478428,0.6192005388080717,20260101
86111391,8109603,0.8783567216277772,20260101
23016180,7542331,0.5976705576226545,20260101
39605786,5320182,0.8641621997576815,20260101
48133504,5622341,0.8286576095175929,20260101
18623588,4010089,0.6044890005494734,20260101
86358385,2422025,0.325274436116506,20260101
71731705,5994574,0.7668679363151202,20260101
13665594,5831418,0.23478667710300533,20260101
80440499,6594968,0.9465456681155595,20260101
38661364,2239638,0.4848092179252135,20260101
36633333,5273068,0.6597482141800219,20260101
85812298,5057787,0.8404059445563333,20260101
48698154,2727838,0.5177625847718943,20260101
97031972,9528879,0.6935862906701218,20260101
59340143,9723898,0.8193124117254994,20260101
43773493,4786882,0.6953940046006626,20260101
38462585,5649774,0.18298724252438556,20260101
28602757,1600611,0.8824884412316994,20260101
12936457,3377818,0.1528454571167529,20260101
61922151,8040552,0.35577863470575444,20260101
73339035,9309564,0.18991435156343345,20260101
94397923,4482771,0.6785741485193447,20260101
61292191,7172061,0.8532799576380605,20260101
